ID	CONTROL_TYPE	miRNA_ID	GENE_NAME	ACCESSION_STRING	CHROMOSOMAL_LOCATION	SPOT_ID
A_25_P00010152	-0.941568106
A_25_P00010153	2.97291229
A_25_P00010154	2.364428079
A_25_P00010155	-3.728864005
A_25_P00010156	-3.791126172
A_25_P00010157	-3.79332857
A_25_P00010158	-3.296201677
A_25_P00010159	-3.826613872
A_25_P00010160	-1.798997267
A_25_P00010161	-2.461260947
A_25_P00010162	-1.788786184
A_25_P00010163	-2.099669798
A_25_P00010164	-2.961828962
A_25_P00010165	-1.475468942
A_25_P00010166	-3.060905621
A_25_P00010167	-1.46472769
A_25_P00010168	-2.181362995
A_25_P00010169	-3.972615726
A_25_P00010170	-2.177065466
A_25_P00010171	-3.603769502
A_25_P00010172	-3.828793678
A_25_P00010173	-3.423689535
A_25_P00010174	-3.807778473
A_25_P00010175	-4.048274848
A_25_P00010176	-3.281108267
A_25_P00010177	-3.11796474
A_25_P00010178	-7.582813787
A_25_P00010179	0.091735234
A_25_P00010180	-2.742944869
A_25_P00010181	
A_25_P00010182	-2.990121999
A_25_P00010183	-1.945705569
A_25_P00010184	5.510190916
A_25_P00010185	7.796870878
A_25_P00010190	-1.064042736
A_25_P00010191	-2.100864179
A_25_P00010192	-4.291567101
A_25_P00010193	-3.420496066
A_25_P00010194	
A_25_P00010195	-1.570334323
A_25_P00010196	1.906649861
A_25_P00010197	0.591484604
A_25_P00010198	-3.335470395
A_25_P00010199	-4.375450756
A_25_P00010200	-2.603972976
A_25_P00010201	-1.981948746
A_25_P00010204	7.533481884
A_25_P00010205	6.59529655
A_25_P00010206	-2.663090028
A_25_P00010207	-2.426603376
A_25_P00010208	-1.828692553
A_25_P00010209	-1.809430822
A_25_P00010210	1.804170015
A_25_P00010211	1.165366309
A_25_P00010212	1.746989941
A_25_P00010213	2.973721956
A_25_P00010214	-1.270346069
A_25_P00010219	-4.745168385
A_25_P00010220	-0.131473683
A_25_P00010221	-3.627556595
A_25_P00010222	-4.320685701
A_25_P00010223	-3.168536757
A_25_P00010224	-1.652512356
A_25_P00010225	-2.527930073
A_25_P00010226	-1.422211814
A_25_P00010227	0.757882069
A_25_P00010228	-0.849230598
A_25_P00010229	-0.481846197
A_25_P00010230	2.524653841
A_25_P00010231	2.576594702
A_25_P00010232	2.305912018
A_25_P00010233	-1.919869328
A_25_P00010234	-2.412872637
A_25_P00010235	-1.943654478
A_25_P00010236	-4.30920957
A_25_P00010237	-2.502084253
A_25_P00010238	7.477295517
A_25_P00010239	-2.739963699
A_25_P00010244	-4.15029636
A_25_P00010245	
A_25_P00010246	2.322315671
A_25_P00010247	2.212502814
A_25_P00010248	2.284120046
A_25_P00010249	2.244828398
A_25_P00010258	-0.79287977
A_25_P00010259	-3.236924297
A_25_P00010260	-1.322315182
A_25_P00010261	-2.591850716
A_25_P00010262	0.521210292
A_25_P00010263	-1.730257416
A_25_P00010264	
A_25_P00010265	-3.248919191
A_25_P00010266	-3.093591446
A_25_P00010267	
A_25_P00010268	-2.190618942
A_25_P00010269	-3.291416192
A_25_P00010270	3.172990629
A_25_P00010271	1.999476948
A_25_P00010272	-1.768688225
A_25_P00010273	-3.49161127
A_25_P00010274	0.076200924
A_25_P00010275	0.390909872
A_25_P00010276	-1.698890012
A_25_P00010277	5.689169691
A_25_P00010278	4.562157184
A_25_P00010279	6.59588622
A_25_P00010280	4.709672363
A_25_P00010281	6.005622027
A_25_P00010282	7.289186525
A_25_P00010283	2.376539022
A_25_P00010284	0.577405231
A_25_P00010285	5.890861127
A_25_P00010286	4.371516343
A_25_P00010287	0.971893618
A_25_P00010288	1.787440232
A_25_P00010291	-3.613339752
A_25_P00010292	-2.973774327
A_25_P00010293	-2.529766402
A_25_P00010294	-2.546116957
A_25_P00010295	-2.61341678
A_25_P00010296	-4.010385962
A_25_P00010305	9.304891197
A_25_P00010306	7.393024711
A_25_P00010309	-3.081745109
A_25_P00010310	-2.656267812
A_25_P00010311	-2.514941713
A_25_P00010312	-4.037091769
A_25_P00010313	
A_25_P00010315	-4.457897569
A_25_P00010316	-1.415982193
A_25_P00010317	-2.631792025
A_25_P00010318	-1.290303839
A_25_P00010321	-2.869949377
A_25_P00010322	-4.124257678
A_25_P00010323	-1.945399293
A_25_P00010324	-1.125889202
A_25_P00010325	-3.427794664
A_25_P00010326	-2.275672204
A_25_P00010327	-2.988767943
A_25_P00010328	-2.546737551
A_25_P00010329	-3.544992606
A_25_P00010330	-3.160473804
A_25_P00010331	-2.715383729
A_25_P00010332	-2.36648383
A_25_P00010333	-2.499043281
A_25_P00010334	-1.692121708
A_25_P00010335	-1.518527558
A_25_P00010336	-2.598907889
A_25_P00010337	-2.683401555
A_25_P00010338	-0.335468695
A_25_P00010339	-2.137220191
A_25_P00010340	-4.07812629
A_25_P00010341	-1.233370849
A_25_P00010342	0.37667333
A_25_P00010343	-0.491574805
A_25_P00010344	0.790021669
A_25_P00010345	0.139111282
A_25_P00010346	-0.830291912
A_25_P00010347	-1.601871523
A_25_P00010348	-2.720443412
A_25_P00010349	2.34660962
A_25_P00010350	0.438249506
A_25_P00010351	-4.310173548
A_25_P00010352	-5.76876167
A_25_P00010353	-2.015451351
A_25_P00010354	-2.300254144
A_25_P00010355	-2.504832082
A_25_P00010356	-2.160861473
A_25_P00010357	-4.897018797
A_25_P00010358	-2.253399151
A_25_P00010359	-1.540004467
A_25_P00010360	-2.809978207
A_25_P00010361	-1.112602419
A_25_P00010362	-2.674846518
A_25_P00010364	-2.962334585
A_25_P00010365	-7.647171591
A_25_P00010366	-1.307059677
A_25_P00010367	-2.749274963
A_25_P00010368	-2.798626872
A_25_P00010369	
A_25_P00010370	-2.293344382
A_25_P00010371	-3.266441644
A_25_P00010372	-7.166080467
A_25_P00010373	-2.071703794
A_25_P00010374	-1.70862341
A_25_P00010375	
A_25_P00010376	-1.84379054
A_25_P00010377	
A_25_P00010378	
A_25_P00010379	-2.075530621
A_25_P00010380	-3.794607224
A_25_P00010381	-2.337690475
A_25_P00010382	-1.691658086
A_25_P00010383	-5.280606994
A_25_P00010384	-2.137798098
A_25_P00010385	
A_25_P00010386	5.20943083
A_25_P00010387	2.691098389
A_25_P00010390	4.008860907
A_25_P00010391	1.653396236
A_25_P00010392	0.003035112
A_25_P00010393	2.148056087
A_25_P00010394	5.167539272
A_25_P00010395	2.178056413
A_25_P00010396	0.417557564
A_25_P00010397	-2.45647208
A_25_P00010398	-3.12721944
A_25_P00010399	0.608591993
A_25_P00010400	-1.553716551
A_25_P00010401	8.587155071
A_25_P00010402	6.984756679
A_25_P00010403	5.651575182
A_25_P00010404	5.531588583
A_25_P00010405	-3.141809199
A_25_P00010406	-3.629820415
A_25_P00010407	-2.4546252
A_25_P00010408	-3.457207465
A_25_P00010411	-0.390132705
A_25_P00010412	-3.727652571
A_25_P00010413	3.769834543
A_25_P00010414	3.856875057
A_25_P00010415	1.472544781
A_25_P00010416	3.808173494
A_25_P00010417	-1.114489562
A_25_P00010418	-0.796575709
A_25_P00010423	-2.956012872
A_25_P00010424	
A_25_P00010425	-4.500392993
A_25_P00010426	
A_25_P00010427	-2.990171578
A_25_P00010428	-3.774311352
A_25_P00010431	2.51168483
A_25_P00010432	1.475550983
A_25_P00010433	7.098657756
A_25_P00010434	5.964920251
A_25_P00010435	-5.574404132
A_25_P00010436	-4.517835769
A_25_P00010437	2.937149152
A_25_P00010438	2.229822611
A_25_P00010439	5.86858392
A_25_P00010440	5.383149872
A_25_P00010441	-3.855883584
A_25_P00010442	-5.035251745
A_25_P00010443	-2.09797108
A_25_P00010444	-0.859180398
A_25_P00010445	-2.949229764
A_25_P00010446	-2.365647952
A_25_P00010447	-1.88671836
A_25_P00010448	-2.679417257
A_25_P00010449	-2.031065375
A_25_P00010450	-3.091258499
A_25_P00010452	
A_25_P00010457	1.902978335
A_25_P00010458	1.130847975
A_25_P00010459	4.39518633
A_25_P00010460	2.274622953
A_25_P00010461	-0.783243898
A_25_P00010464	2.285195176
A_25_P00010465	1.995279624
A_25_P00010466	3.12922316
A_25_P00010467	7.445676755
A_25_P00010468	5.180116114
A_25_P00010469	3.971861027
A_25_P00010470	2.376265916
A_25_P00010471	5.726279177
A_25_P00010472	3.502879748
A_25_P00010473	-0.110064437
A_25_P00010474	5.47307584
A_25_P00010475	3.597748926
A_25_P00010476	-2.550019221
A_25_P00010477	-0.897462874
A_25_P00010478	-2.1937465
A_25_P00010479	-1.480207245
A_25_P00010480	6.25383876
A_25_P00010481	4.054709728
A_25_P00010482	-4.128600272
A_25_P00010483	-3.086979318
A_25_P00010484	-5.64194575
A_25_P00010485	-2.754327918
A_25_P00010486	-1.954384827
A_25_P00010487	-3.203009492
A_25_P00010488	-3.60520775
A_25_P00010489	6.365571741
A_25_P00010490	8.001586297
A_25_P00010491	4.428064237
A_25_P00010492	4.211668645
A_25_P00010493	3.86087399
A_25_P00010494	-1.993014505
A_25_P00010495	-4.783512122
A_25_P00010496	1.281891367
A_25_P00010497	-2.07565677
A_25_P00010498	-2.845230419
A_25_P00010499	-2.635823671
A_25_P00010500	
A_25_P00010501	0.790186095
A_25_P00010502	2.879987677
A_25_P00010503	-2.045100166
A_25_P00010504	-4.067691078
A_25_P00010505	-2.668432047
A_25_P00010506	-2.786743382
A_25_P00010507	-3.702290443
A_25_P00010508	-1.949743149
A_25_P00010509	0.69902349
A_25_P00010510	1.927719863
A_25_P00010511	7.979563919
A_25_P00010512	6.499651327
A_25_P00010513	4.571763497
A_25_P00010514	-2.64046603
A_25_P00010515	-2.518720035
A_25_P00010516	-1.831383775
A_25_P00010517	-1.811130041
A_25_P00010518	-3.147219945
A_25_P00010520	3.621291484
A_25_P00010523	-1.594856368
A_25_P00010524	0.485807705
A_25_P00010525	-2.4500736
A_25_P00010526	-1.267053695
A_25_P00010527	-1.707422784
A_25_P00010528	-3.184897289
A_25_P00010529	-2.004381414
A_25_P00010530	-4.00591959
A_25_P00010531	-4.611243762
A_25_P00010532	-5.049855022
A_25_P00010533	-3.972948574
A_25_P00010534	-2.47430144
A_25_P00010535	-2.785269549
A_25_P00010536	-1.864223688
A_25_P00010537	-4.760869815
A_25_P00010538	-9.069307436
A_25_P00010539	4.324497198
A_25_P00010540	3.841292892
A_25_P00010541	5.180471918
A_25_P00010542	4.91589967
A_25_P00010543	4.847885586
A_25_P00010544	4.791260837
A_25_P00010545	1.459737147
A_25_P00010546	0.526369959
A_25_P00010547	1.39926799
A_25_P00010548	-0.90353975
A_25_P00010549	3.051751724
A_25_P00010550	2.560878424
A_25_P00010551	4.456650684
A_25_P00010552	3.035183094
A_25_P00010553	6.301414195
A_25_P00010554	6.619032055
A_25_P00010555	6.331079099
A_25_P00010560	-1.502624708
A_25_P00010561	-3.696570649
A_25_P00010562	-2.220383891
A_25_P00010563	-2.395884529
A_25_P00010564	-2.392384071
A_25_P00010565	-2.556581993
A_25_P00010566	-2.062550948
A_25_P00010567	
A_25_P00010568	
A_25_P00010569	-2.062097177
A_25_P00010570	-2.096108251
A_25_P00010575	1.683053007
A_25_P00010576	1.294784411
A_25_P00010577	1.576387442
A_25_P00010578	3.231372848
A_25_P00010579	-0.229971892
A_25_P00010580	
A_25_P00010581	-3.633967945
A_25_P00010582	-3.958857517
A_25_P00010583	-2.836882719
A_25_P00010584	-3.008209409
A_25_P00010585	-1.761796134
A_25_P00010586	-2.453455561
A_25_P00010587	-2.505256321
A_25_P00010588	1.354617218
A_25_P00010589	0.540972296
A_25_P00010590	-1.778314603
A_25_P00010591	-1.308699073
A_25_P00010592	-1.677243626
A_25_P00010593	-3.271516431
A_25_P00010594	1.322158229
A_25_P00010595	-0.240654704
A_25_P00010596	1.348723878
A_25_P00010597	2.385910768
A_25_P00010598	7.172770153
A_25_P00010599	8.814141551
A_25_P00010600	0.188978739
A_25_P00010601	-3.136077911
A_25_P00010602	-4.420692286
A_25_P00010603	
A_25_P00010604	-1.432920326
A_25_P00010605	-2.265751574
A_25_P00010606	4.483882929
A_25_P00010607	4.881157027
A_25_P00010610	5.638194037
A_25_P00010611	3.192141743
A_25_P00010612	6.814070524
A_25_P00010613	5.96675259
A_25_P00010614	5.229104674
A_25_P00010615	2.752425676
A_25_P00010616	-3.461248825
A_25_P00010617	-3.688503727
A_25_P00010618	-2.851256153
A_25_P00010619	-3.660870628
A_25_P00010620	-1.982563376
A_25_P00010621	-4.045061462
A_25_P00010622	-3.138266935
A_25_P00010623	-4.103889546
A_25_P00010624	-1.865470874
A_25_P00010625	
A_25_P00010626	3.168297033
A_25_P00010627	2.938742575
A_25_P00010628	-2.948263421
A_25_P00010629	-2.534863597
A_25_P00010630	4.160146819
A_25_P00010631	2.734094598
A_25_P00010632	-3.185920113
A_25_P00010633	-2.871518335
A_25_P00010634	-0.36018893
A_25_P00010635	-1.053936811
A_25_P00010636	-1.558525045
A_25_P00010637	-5.857813948
A_25_P00010638	-2.159871281
A_25_P00010639	-4.35568498
A_25_P00010640	-0.428222428
A_25_P00010641	-0.442451069
A_25_P00010642	-0.506984971
A_25_P00010643	-0.68368689
A_25_P00010644	3.346811552
A_25_P00010645	2.886408209
A_25_P00010646	-2.122467858
A_25_P00010647	-2.114734479
A_25_P00010648	0.851644684
A_25_P00010649	-2.028553986
A_25_P00010650	-0.383712725
A_25_P00010651	-2.18930975
A_25_P00010654	0.570144271
A_25_P00010655	3.635052406
A_25_P00010656	2.719207778
A_25_P00010657	-2.113475895
A_25_P00010658	-3.434122124
A_25_P00010659	5.183329444
A_25_P00010660	4.885170308
A_25_P00010661	-1.484782602
A_25_P00010662	-2.472211481
A_25_P00010663	-1.691623004
A_25_P00010664	-1.703633185
A_25_P00010665	-1.01538023
A_25_P00010666	-0.28374997
A_25_P00010667	-0.909590869
A_25_P00010668	-1.124230066
A_25_P00010669	0.687448491
A_25_P00010670	-1.267715168
A_25_P00010671	-2.742356484
A_25_P00010672	-3.631308747
A_25_P00010673	-2.978099171
A_25_P00010674	4.712166819
A_25_P00010675	3.682499586
A_25_P00010676	7.262464436
A_25_P00010677	6.868988616
A_25_P00010678	7.252661601
A_25_P00010679	7.19983775
A_25_P00010680	5.756969725
A_25_P00010681	4.909230695
A_25_P00010682	5.711646985
A_25_P00010683	5.47789739
A_25_P00010684	-2.473650088
A_25_P00010685	-2.114183404
A_25_P00010686	-5.016871766
A_25_P00010687	-1.918423981
A_25_P00010688	-2.242557516
A_25_P00010689	1.491137192
A_25_P00010690	3.866292929
A_25_P00010691	2.120579601
A_25_P00010692	-0.151717256
A_25_P00010693	
A_25_P00010694	-2.103874193
A_25_P00010695	-1.629066882
A_25_P00010696	-3.005267712
A_25_P00010697	-5.392940423
A_25_P00010698	3.838644835
A_25_P00010699	1.400113044
A_25_P00010700	6.790887367
A_25_P00010701	3.651840164
A_25_P00010702	5.183444358
A_25_P00010703	2.761268319
A_25_P00010706	-3.361575533
A_25_P00010707	
A_25_P00010708	-5.948161938
A_25_P00010709	-1.422506467
A_25_P00010710	-1.013274115
A_25_P00010711	6.117588248
A_25_P00010712	7.216245853
A_25_P00010715	-2.832615698
A_25_P00010716	-5.171110563
A_25_P00010717	-6.818794693
A_25_P00010718	6.108407047
A_25_P00010719	5.778069087
A_25_P00010720	-4.141920446
A_25_P00010721	-3.640341289
A_25_P00010724	-2.594767126
A_25_P00010725	-2.38772118
A_25_P00010726	-0.696072824
A_25_P00010727	-4.532867438
A_25_P00010728	0.043453352
A_25_P00010729	-1.746153023
A_25_P00010730	
A_25_P00010733	0.386122939
A_25_P00010734	-1.716209843
A_25_P00010735	-4.90449245
A_25_P00010736	-4.303194065
A_25_P00010737	-1.631092252
A_25_P00010738	-2.183690114
A_25_P00010739	-2.091386962
A_25_P00010740	-2.689479008
A_25_P00010741	-1.616922473
A_25_P00010742	-1.372502774
A_25_P00010743	-1.916956433
A_25_P00010746	-3.227526651
A_25_P00010747	-2.14388006
A_25_P00010748	-6.227687668
A_25_P00010749	-3.370609844
A_25_P00010752	1.369770915
A_25_P00010753	-1.919775837
A_25_P00010754	-4.401039829
A_25_P00010755	-0.274261533
A_25_P00010756	-2.474699788
A_25_P00010760	2.221447783
A_25_P00010761	4.848170423
A_25_P00010762	2.472283206
A_25_P00010763	-5.475197524
A_25_P00010764	-1.610829221
A_25_P00010765	-2.293757285
A_25_P00010766	-1.883782561
A_25_P00010767	9.080697118
A_25_P00010768	8.459307546
A_25_P00010769	6.518452859
A_25_P00010770	5.463827987
A_25_P00010771	-1.338401215
A_25_P00010772	-1.345003397
A_25_P00010773	-1.906836145
A_25_P00010774	-2.446124456
A_25_P00010775	-1.765215473
A_25_P00010776	-2.995629702
A_25_P00010777	-1.036938476
A_25_P00010778	2.022434489
A_25_P00010779	9.355425706
A_25_P00010780	7.361017802
A_25_P00010781	
A_25_P00010783	-3.279346552
A_25_P00010784	-2.952245467
A_25_P00010785	1.00202697
A_25_P00010786	1.199330573
A_25_P00010787	1.232078596
A_25_P00010788	-3.270374905
A_25_P00010789	-3.072205258
A_25_P00010790	
A_25_P00010791	
A_25_P00010792	
A_25_P00010793	
A_25_P00010794	-3.714155004
A_25_P00010795	-4.718990953
A_25_P00010796	5.126658058
A_25_P00010797	6.716052073
A_25_P00010798	4.668858671
A_25_P00010799	3.89786728
A_25_P00010800	2.745368817
A_25_P00010801	5.83726239
A_25_P00010802	5.44800475
A_25_P00010803	-3.15388258
A_25_P00010804	-4.498986833
A_25_P00010805	-0.263139072
A_25_P00010806	-0.512969804
A_25_P00010807	-0.593231133
A_25_P00010808	5.190720012
A_25_P00010809	5.258284439
A_25_P00010810	5.397720488
A_25_P00010811	-2.818688928
A_25_P00010812	-2.931494964
A_25_P00010815	3.040471873
A_25_P00010816	1.278139126
A_25_P00010825	-2.4570492
A_25_P00010826	-2.577427194
A_25_P00010827	1.467391379
A_25_P00010828	-0.848378317
A_25_P00010829	-2.018882311
A_25_P00010830	-2.668823229
A_25_P00010831	-1.272400634
A_25_P00010832	-0.278578562
A_25_P00010833	-1.192951855
A_25_P00010834	-2.601331866
A_25_P00010835	2.651142247
A_25_P00010836	0.895468709
A_25_P00010837	2.946821157
A_25_P00010838	1.322088303
A_25_P00010839	2.740564605
A_25_P00010840	0.700648648
A_25_P00010841	-2.451989493
A_25_P00010842	-2.850168325
A_25_P00010843	7.517830689
A_25_P00010844	5.419097724
A_25_P00010849	-1.125989101
A_25_P00010850	-3.716325414
A_25_P00010853	0.153043817
A_25_P00010854	-0.914837451
A_25_P00010855	-2.035341339
A_25_P00010856	-3.58829499
A_25_P00010857	-1.908550797
A_25_P00010858	4.406732047
A_25_P00010859	2.646119062
A_25_P00010860	-2.382395692
A_25_P00010861	-1.911653458
A_25_P00010862	-1.805606019
A_25_P00010863	-0.61657062
A_25_P00010864	-1.513720453
A_25_P00010865	1.645078877
A_25_P00010866	-0.399339526
A_25_P00010867	-3.365861288
A_25_P00010868	2.882471573
A_25_P00010869	1.365137078
A_25_P00010872	-2.543439678
A_25_P00010873	-1.934496835
A_25_P00010874	-1.567756261
A_25_P00010875	-0.853463137
A_25_P00010876	-0.785594397
A_25_P00010877	-1.294363966
A_25_P00010878	-0.619523872
A_25_P00010879	5.774287393
A_25_P00010880	4.841476129
A_25_P00010881	6.100713274
A_25_P00010882	4.703806251
A_25_P00010883	0.634201599
A_25_P00010884	1.547658924
A_25_P00010885	-0.271102378
A_25_P00010886	-1.950765774
A_25_P00010889	-1.836898092
A_25_P00010890	-3.293364158
A_25_P00010891	-2.817393473
A_25_P00010892	-1.166043967
A_25_P00010893	-1.923036254
A_25_P00010894	4.792608129
A_25_P00010895	3.142020241
A_25_P00010896	8.669021036
A_25_P00010901	-5.064708634
A_25_P00010902	-2.527595171
A_25_P00010903	-2.689041908
A_25_P00010908	-0.977511141
A_25_P00010909	-2.644412768
A_25_P00010910	-1.575698578
A_25_P00010911	-3.46406395
A_25_P00010912	-3.698902059
A_25_P00010913	-1.859487989
A_25_P00010914	-4.449333348
A_25_P00010915	
A_25_P00010916	-3.933466021
A_25_P00010917	-0.931916424
A_25_P00010918	-3.668454498
A_25_P00010919	-1.682747098
A_25_P00010924	1.620209826
A_25_P00010925	1.473653409
A_25_P00010926	1.243970052
A_25_P00010927	1.323414411
A_25_P00010930	2.757592046
A_25_P00010931	1.442419465
A_25_P00010932	1.168134186
A_25_P00010933	-3.615573487
A_25_P00010934	-4.796681515
A_25_P00010935	-1.871193177
A_25_P00010936	
A_25_P00010938	-4.974766755
A_25_P00010941	-1.418400574
A_25_P00010942	-4.616654526
A_25_P00010943	
A_25_P00010944	
A_25_P00010945	-1.85275088
A_25_P00010946	-2.732085749
A_25_P00010948	-3.540818411
A_25_P00010949	1.013366541
A_25_P00010950	-1.669328281
A_25_P00010951	1.187408576
A_25_P00010952	-1.858503882
A_25_P00010953	3.833766106
A_25_P00010954	3.344352853
A_25_P00010955	-2.694912254
A_25_P00010956	-2.73256705
A_25_P00010957	-2.184206258
A_25_P00010958	0.034146708
A_25_P00010959	-1.975717564
A_25_P00010960	-2.623557684
A_25_P00010961	-2.395473153
A_25_P00010962	-0.419227568
A_25_P00010963	-0.108652457
A_25_P00010964	-1.874523327
A_25_P00010965	-4.378538528
A_25_P00010966	-1.322091637
A_25_P00010967	3.488448246
A_25_P00010968	-3.410583771
A_25_P00010969	4.090225645
A_25_P00010970	3.14162113
A_25_P00010971	-2.821359217
A_25_P00010972	-1.493149909
A_25_P00010973	3.578973295
A_25_P00010974	3.371898067
A_25_P00010975	10.70901799
A_25_P00010976	8.824992947
A_25_P00010977	4.308000189
A_25_P00010978	2.92721894
A_25_P00010979	7.177860506
A_25_P00010980	3.343282403
A_25_P00010981	-2.52958585
A_25_P00010982	-1.490738727
A_25_P00010983	-2.021949224
A_25_P00010984	-4.084464982
A_25_P00010985	-3.450045571
A_25_P00010986	-2.031417507
A_25_P00010987	1.013964244
A_25_P00010988	-5.356880701
A_25_P00010989	6.330946756
A_25_P00010990	4.601679485
A_25_P00010991	-3.159234096
A_25_P00010992	-4.4936159
A_25_P00010993	-2.018892562
A_25_P00010994	-2.331891988
A_25_P00010995	2.575379795
A_25_P00010996	1.65320714
A_25_P00010997	6.030705493
A_25_P00010998	5.263383504
A_25_P00010999	8.575419281
A_25_P00011000	6.77291863
A_25_P00011001	-2.48232423
A_25_P00011002	-2.394335396
A_25_P00011003	-3.448059246
A_25_P00011004	7.285050698
A_25_P00011005	6.012126681
A_25_P00011006	1.336016999
A_25_P00011007	2.608637106
A_25_P00011008	-2.461746757
A_25_P00011009	-2.71231507
A_25_P00011010	-6.351970933
A_25_P00011011	-3.441301288
A_25_P00011012	-4.641782468
A_25_P00011013	6.824144728
A_25_P00011014	6.401584431
A_25_P00011015	4.728317171
A_25_P00011016	10.24984253
A_25_P00011017	-1.28002665
A_25_P00011018	-0.354757945
A_25_P00011019	-1.843025381
A_25_P00011020	-2.297897712
A_25_P00011021	-4.028939882
A_25_P00011022	-1.634084171
A_25_P00011023	-1.603695049
A_25_P00011024	-2.017975131
A_25_P00011025	-2.94399796
A_25_P00011026	-0.456966447
A_25_P00011027	-2.073156147
A_25_P00011028	-2.269080002
A_25_P00011029	-2.424213075
A_25_P00011030	0.220961042
A_25_P00011031	-0.490356069
A_25_P00011032	-0.737136445
A_25_P00011033	-2.691988939
A_25_P00011034	-0.436267928
A_25_P00011035	-0.798023528
A_25_P00011036	-1.396128811
A_25_P00011037	-2.963636199
A_25_P00011038	-6.260658382
A_25_P00011039	-7.660416984
A_25_P00011040	-4.149489324
A_25_P00011041	-2.375710427
A_25_P00011042	0.45984404
A_25_P00011043	0.021773558
A_25_P00011044	-0.329655346
A_25_P00011045	-0.159614259
A_25_P00011046	0.413835997
A_25_P00011047	0.753430712
A_25_P00011048	-1.253842967
A_25_P00011049	-2.707591698
A_25_P00011050	-7.367912769
A_25_P00011051	-3.525810524
A_25_P00011052	-3.285412478
A_25_P00011053	-3.622904514
A_25_P00011054	-1.570629177
A_25_P00011055	-2.423202778
A_25_P00011056	-4.837774369
A_25_P00011057	0.784487348
A_25_P00011058	-1.656257697
A_25_P00011059	-1.508805376
A_25_P00011060	-2.167266416
A_25_P00011061	-4.753757081
A_25_P00011062	-2.972395967
A_25_P00011063	
A_25_P00011064	8.041838766
A_25_P00011065	6.309616245
A_25_P00011066	3.764197733
A_25_P00011067	2.989211016
A_25_P00011068	5.733253454
A_25_P00011069	7.486274074
A_25_P00011072	-0.256816488
A_25_P00011073	-2.469361569
A_25_P00011074	-1.933117943
A_25_P00011075	
A_25_P00011076	-2.987450246
A_25_P00011077	-2.250709178
A_25_P00011078	
A_25_P00011082	3.706146141
A_25_P00011083	-3.892799235
A_25_P00011084	-5.560204393
A_25_P00011085	-1.556394167
A_25_P00011086	0.062688792
A_25_P00011089	-2.236238439
A_25_P00011090	-3.320652813
A_25_P00011095	3.725720087
A_25_P00011096	4.430598091
A_25_P00011097	0.214981938
A_25_P00011098	-1.427094008
A_25_P00011099	-0.749511825
A_25_P00011100	-1.293266042
A_25_P00011101	7.399800455
A_25_P00011102	6.550932934
A_25_P00011103	0.668773779
A_25_P00011104	-0.904247068
A_25_P00011105	-1.610103427
A_25_P00011106	-1.692212971
A_25_P00011107	-3.258853702
A_25_P00011108	-2.665072268
A_25_P00011109	4.23704772
A_25_P00011110	2.91021347
A_25_P00011111	-1.925542119
A_25_P00011112	-2.901131052
A_25_P00011113	-4.147496122
A_25_P00011114	
A_25_P00011115	6.558162124
A_25_P00011116	5.173261994
A_25_P00011117	5.169836148
A_25_P00011118	3.974894774
A_25_P00011119	-3.148580421
A_25_P00011120	-4.698749436
A_25_P00011121	-3.038598651
A_25_P00011123	-4.643081587
A_25_P00011124	-7.075364265
A_25_P00011125	-1.198454764
A_25_P00011126	-3.520787812
A_25_P00011127	-7.094352858
A_25_P00011128	1.145176564
A_25_P00011129	1.14659718
A_25_P00011130	0.996614986
A_25_P00011131	-3.712759956
A_25_P00011132	-11.7912619
A_25_P00011215	-2.54992982
A_25_P00011217	-2.107198165
A_25_P00011219	-2.809955774
A_25_P00011220	-6.562960394
A_25_P00011221	-2.129718166
A_25_P00011222	-3.033936246
A_25_P00011223	-2.087738648
A_25_P00011227	-2.673304788
A_25_P00011228	-2.41270113
A_25_P00011229	-1.003513806
A_25_P00011230	-3.537835669
A_25_P00011231	-2.684619989
A_25_P00011232	-0.769356684
A_25_P00011233	-2.468503677
A_25_P00011234	
A_25_P00011235	
A_25_P00011236	-0.755273262
A_25_P00011237	-4.35672778
A_25_P00011238	
A_25_P00011239	-4.221569663
A_25_P00011240	-3.757350699
A_25_P00011241	-3.537515236
A_25_P00011242	
A_25_P00011244	-1.805546173
A_25_P00011245	-3.144948337
A_25_P00011246	-4.319245435
A_25_P00011247	
A_25_P00011249	-3.517287926
A_25_P00011250	-1.66712281
A_25_P00011251	-3.79940668
A_25_P00011252	-1.308389765
A_25_P00011253	-4.749314412
A_25_P00011254	-3.629525775
A_25_P00011255	
A_25_P00011256	
A_25_P00011259	-3.104375209
A_25_P00011260	-3.21713976
A_25_P00011261	-2.892640207
A_25_P00011262	-4.298840846
A_25_P00011265	-1.062842073
A_25_P00011267	2.932172875
A_25_P00011269	3.321531228
A_25_P00011270	3.132848101
A_25_P00011271	
A_25_P00011275	
A_25_P00011280	-1.828794064
A_25_P00011281	-3.008152055
A_25_P00011282	-2.392904975
A_25_P00011283	-3.405600607
A_25_P00011284	-2.99684447
A_25_P00011285	-4.252252108
A_25_P00011287	
A_25_P00011288	
A_25_P00011289	-2.850084537
A_25_P00011290	-2.135614561
A_25_P00011291	-2.502607432
A_25_P00011293	-3.47199109
A_25_P00011294	-3.798076101
A_25_P00011295	-3.203972214
A_25_P00011296	-1.770066345
A_25_P00011297	-2.759421439
A_25_P00011298	-3.439585695
